Label,SMSText,Cleaned_SMSText
ham,Thanks for understanding. I've been trying to tell sura that.,thank understand I try tell sure
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year supply cos store choice worth enter weekly draw txt music tss wldewcomsubswinpmx
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,whole car appreciate last two dad map read semi argument apart thing go ok p
spam,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",subscribe select receive bonus get deliver door txt word ok no claim past ex air
ham,I need you to be in my strong arms...,I need strong arm
ham,Also maaaan are you missing out,also man miss
ham,His bday real is in april .,day real april
ham,Guessin you ain't gonna be here before 9?,guest not na
ham,Ok then i will come to ur home after half an hour,ok I come home half hour
ham,"Yo, the game almost over? Want to go to walmart soon",game almost want go palmar soon
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probably not sure ill let u know personally I bother go I mine well
ham,I'll text now! All creepy like so he won't think that we forgot,I text creep like not think forgot
ham,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",would good I phone lunchtime shall I organise something
spam,You have 1 new voicemail. Please call 08719181513.,new voicemail please call
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn make tonight want wait til tomorrow
ham,K..k..i'm also fine:)when will you complete the course?,I also finewhen complete course
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",true possible get high score apply pad get year salary make life easy
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,no nikita tone mob every week txt not st tone free get thin tell friend tone reply
ham,Prakesh is there know.,rake know
ham,Teach me apps da. When you come to college.,teach I da come college
ham,Rofl betta invest in some  anti aging products,roll beta invest anti rage product
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u specially select receive cash holiday flight speak live operator claim
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir receive account no another time sorry delay
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,reply name address receive post week completely free accommodation various global location wphbcom pp
ham,So ü'll be submitting da project tmr rite?,submit da project mr rite
spam,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entry weekly come send word enter wtextcompcom must care
ham,Jus ans me lar. U'll noe later.,I war not later
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,I want send something sell fast leave k not easy money
ham,have got * few things to do. may be in * pub later.,get thing may pub later
ham,1's finish meeting call me.,finish meeting call I
ham,Lol ok. I'll snatch her purse too.,ok I snatch purse
ham,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,helodrivbyquit drunk sorry make no senrdnot no ^ dance drum n basqihave fun white x rise xxx
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion I kusruthi movable silent spy character not mature stylish simple pus reply
ham,How much are we getting?,much get
ham,Is ur paper in e morn or aft tmr?,paper e aft mr
ham,"Dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland go plan end
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope great new smelter wish well make greatness
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh yes I speak txt u no hm u get email
ham,"I want to show you the world, princess :) how about europe?",I want show world princess europe
ham,Nobody can decide where to eat and dad wants Chinese,nobody decide eat dad want chinese
ham,No shoot me. I'm in the docs waiting room. :/,no shoot I I doc wait room
ham,Now? I'm going out 4 dinner soon..,I go dinner soon
ham,Hello which the site to download songs its urgent pls,hello site download song urgent pus
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",I know u mean king not credit I point night night sweet anymore sleep
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?,horrible gal I stuff come u get
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi run not come hittel every sorry I hope u va godtimeoli rang elite think mine b sortedbut il explain everything monlrsx
ham,"I call you later, don't have network. If urgnt, sms me.",I call later not network urgent sum I
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,gumma many many happy return day dear sweet heart happy birthday dear
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,please call immediately urgent message wait
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like go like friend lip shit like half hour
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,sum say wan go go shun ban watch da glass exhibition
ham,What your plan for pongal?,plan postal
ham,Just wait till end of march when el nino gets himself. Oh.,wait till end march el nine get oh
ham,"Not yet chikku..going to room nw, i'm in bus..",not yet chikugoe room no I bus
ham,Am also doing in cbe only. But have to pay.,also pay
ham,Honey boo I'm missing u.,honey I miss u
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",send customer service cum account executive mail I detail contact
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",I parent get cash good news pick downstem
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",thank much shape wit k sure get pleasure company hope good give ultimatum oh count burn enjoy
spam,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungry gay gun feel hungry call pain stop text call pain
ham,Ok. No wahala. Just remember that a friend in need ...,ok no whale remember friend need
ham,I will see in half an hour,I see half hour
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",inperialmusic listeningthe wide track ever byleafcuter johnsound like insect molestedsomeone plumbingremixed evil man acid
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",hey sorry I didntgive belearli unjust debut mine go thepub tr want mt upland lui jena
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,seriously tell exact word right
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,u get phone I wan na chat set meet call I u cum lui jane xx calsminmoremobsemspoboxpowa
ham,"Tee hee. Off to lecture, cheery bye bye.",lecture cheery bye bye
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorry chief cell get problem I able reply u mug u
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still collect dough pus let I know I go place I send get control number
ham,Ok...,ok
spam,network operator. The service is free. For T & C's visit 80488.biz,network operator service free visit big
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let I know contact I settle room let know ok
ham,Wot u up 2 u weirdo?,not u u weird
ham,Dont put your phone on silent mode ok,put phone silent mode ok
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,I meet u depend u wan
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,wait show start u let still busy report
ham,Oh ho. Is this the first time u use these type of words,oh ho first time u use type word
ham,Am I the only one who doesn't stalk profiles?,I one not stalk profile
